,MTU (CET/CEST),Day-ahead Price [EUR/MWh],Currency,BZN|SE3
392,17.01.2023 08:00 - 17.01.2023 09:00,73.37,EUR,
393,17.01.2023 09:00 - 17.01.2023 10:00,72.62,EUR,
394,17.01.2023 10:00 - 17.01.2023 11:00,73.95,EUR,
395,17.01.2023 11:00 - 17.01.2023 12:00,76.15,EUR,
396,17.01.2023 12:00 - 17.01.2023 13:00,79.96,EUR,
397,17.01.2023 13:00 - 17.01.2023 14:00,75.11,EUR,
398,17.01.2023 14:00 - 17.01.2023 15:00,72.21,EUR,
399,17.01.2023 15:00 - 17.01.2023 16:00,75.57,EUR,
400,17.01.2023 16:00 - 17.01.2023 17:00,76.03,EUR,
401,17.01.2023 17:00 - 17.01.2023 18:00,76.56,EUR,
402,17.01.2023 18:00 - 17.01.2023 19:00,73.46,EUR,
403,17.01.2023 19:00 - 17.01.2023 20:00,67.19,EUR,
404,17.01.2023 20:00 - 17.01.2023 21:00,60.14,EUR,
405,17.01.2023 21:00 - 17.01.2023 22:00,53.73,EUR,
406,17.01.2023 22:00 - 17.01.2023 23:00,47.42,EUR,
407,17.01.2023 23:00 - 18.01.2023 00:00,43.34,EUR,
408,18.01.2023 00:00 - 18.01.2023 01:00,39.85,EUR,
409,18.01.2023 01:00 - 18.01.2023 02:00,38.74,EUR,
410,18.01.2023 02:00 - 18.01.2023 03:00,38.69,EUR,
411,18.01.2023 03:00 - 18.01.2023 04:00,38.32,EUR,
412,18.01.2023 04:00 - 18.01.2023 05:00,42.7,EUR,
413,18.01.2023 05:00 - 18.01.2023 06:00,52.07,EUR,
414,18.01.2023 06:00 - 18.01.2023 07:00,66.8,EUR,
415,18.01.2023 07:00 - 18.01.2023 08:00,79.97,EUR,
416,18.01.2023 08:00 - 18.01.2023 09:00,82.56,EUR,
417,18.01.2023 09:00 - 18.01.2023 10:00,82.51,EUR,
418,18.01.2023 10:00 - 18.01.2023 11:00,89.92,EUR,
419,18.01.2023 11:00 - 18.01.2023 12:00,98.95,EUR,
420,18.01.2023 12:00 - 18.01.2023 13:00,109.93,EUR,
421,18.01.2023 13:00 - 18.01.2023 14:00,119.54,EUR,
422,18.01.2023 14:00 - 18.01.2023 15:00,123.66,EUR,
423,18.01.2023 15:00 - 18.01.2023 16:00,132.8,EUR,
424,18.01.2023 16:00 - 18.01.2023 17:00,143.23,EUR,
425,18.01.2023 17:00 - 18.01.2023 18:00,148.88,EUR,
426,18.01.2023 18:00 - 18.01.2023 19:00,137.48,EUR,
427,18.01.2023 19:00 - 18.01.2023 20:00,127.14,EUR,
428,18.01.2023 20:00 - 18.01.2023 21:00,120.97,EUR,
429,18.01.2023 21:00 - 18.01.2023 22:00,119.9,EUR,
430,18.01.2023 22:00 - 18.01.2023 23:00,82.29,EUR,
431,18.01.2023 23:00 - 19.01.2023 00:00,75.77,EUR,
432,19.01.2023 00:00 - 19.01.2023 01:00,83.56,EUR,
433,19.01.2023 01:00 - 19.01.2023 02:00,83.08,EUR,
434,19.01.2023 02:00 - 19.01.2023 03:00,82.7,EUR,
435,19.01.2023 03:00 - 19.01.2023 04:00,84.92,EUR,
436,19.01.2023 04:00 - 19.01.2023 05:00,92.84,EUR,
437,19.01.2023 05:00 - 19.01.2023 06:00,104.96,EUR,
438,19.01.2023 06:00 - 19.01.2023 07:00,118.22,EUR,
439,19.01.2023 07:00 - 19.01.2023 08:00,149.62,EUR,
440,19.01.2023 08:00 - 19.01.2023 09:00,159.93,EUR,
441,19.01.2023 09:00 - 19.01.2023 10:00,155.88,EUR,
442,19.01.2023 10:00 - 19.01.2023 11:00,154.81,EUR,
443,19.01.2023 11:00 - 19.01.2023 12:00,138.63,EUR,
444,19.01.2023 12:00 - 19.01.2023 13:00,146.47,EUR,
445,19.01.2023 13:00 - 19.01.2023 14:00,151.16,EUR,
446,19.01.2023 14:00 - 19.01.2023 15:00,155.35,EUR,
447,19.01.2023 15:00 - 19.01.2023 16:00,170.33,EUR,
448,19.01.2023 16:00 - 19.01.2023 17:00,180.33,EUR,
449,19.01.2023 17:00 - 19.01.2023 18:00,173.75,EUR,
450,19.01.2023 18:00 - 19.01.2023 19:00,156.61,EUR,
451,19.01.2023 19:00 - 19.01.2023 20:00,151.55,EUR,
452,19.01.2023 20:00 - 19.01.2023 21:00,145.65,EUR,
453,19.01.2023 21:00 - 19.01.2023 22:00,143.66,EUR,
454,19.01.2023 22:00 - 19.01.2023 23:00,119.0,EUR,
455,19.01.2023 23:00 - 20.01.2023 00:00,106.21,EUR,
456,20.01.2023 00:00 - 20.01.2023 01:00,97.89,EUR,
457,20.01.2023 01:00 - 20.01.2023 02:00,89.93,EUR,
458,20.01.2023 02:00 - 20.01.2023 03:00,84.49,EUR,
459,20.01.2023 03:00 - 20.01.2023 04:00,82.69,EUR,
460,20.01.2023 04:00 - 20.01.2023 05:00,84.13,EUR,
461,20.01.2023 05:00 - 20.01.2023 06:00,89.95,EUR,
462,20.01.2023 06:00 - 20.01.2023 07:00,149.38,EUR,
463,20.01.2023 07:00 - 20.01.2023 08:00,149.94,EUR,
464,20.01.2023 08:00 - 20.01.2023 09:00,151.9,EUR,
465,20.01.2023 09:00 - 20.01.2023 10:00,159.99,EUR,
466,20.01.2023 10:00 - 20.01.2023 11:00,203.06,EUR,
467,20.01.2023 11:00 - 20.01.2023 12:00,193.04,EUR,
468,20.01.2023 12:00 - 20.01.2023 13:00,151.44,EUR,
469,20.01.2023 13:00 - 20.01.2023 14:00,149.72,EUR,
470,20.01.2023 14:00 - 20.01.2023 15:00,151.64,EUR,
471,20.01.2023 15:00 - 20.01.2023 16:00,149.66,EUR,
472,20.01.2023 16:00 - 20.01.2023 17:00,149.69,EUR,
473,20.01.2023 17:00 - 20.01.2023 18:00,152.11,EUR,
474,20.01.2023 18:00 - 20.01.2023 19:00,154.44,EUR,
475,20.01.2023 19:00 - 20.01.2023 20:00,149.75,EUR,
476,20.01.2023 20:00 - 20.01.2023 21:00,97.22,EUR,
477,20.01.2023 21:00 - 20.01.2023 22:00,89.55,EUR,
478,20.01.2023 22:00 - 20.01.2023 23:00,81.27,EUR,
479,20.01.2023 23:00 - 21.01.2023 00:00,74.96,EUR,
480,21.01.2023 00:00 - 21.01.2023 01:00,68.76,EUR,
481,21.01.2023 01:00 - 21.01.2023 02:00,66.98,EUR,
482,21.01.2023 02:00 - 21.01.2023 03:00,67.4,EUR,
483,21.01.2023 03:00 - 21.01.2023 04:00,68.52,EUR,
484,21.01.2023 04:00 - 21.01.2023 05:00,69.22,EUR,
485,21.01.2023 05:00 - 21.01.2023 06:00,69.73,EUR,
486,21.01.2023 06:00 - 21.01.2023 07:00,69.91,EUR,
487,21.01.2023 07:00 - 21.01.2023 08:00,96.38,EUR,
488,21.01.2023 08:00 - 21.01.2023 09:00,142.84,EUR,
489,21.01.2023 09:00 - 21.01.2023 10:00,166.34,EUR,
490,21.01.2023 10:00 - 21.01.2023 11:00,161.29,EUR,
491,21.01.2023 11:00 - 21.01.2023 12:00,151.92,EUR,
492,21.01.2023 12:00 - 21.01.2023 13:00,142.89,EUR,
493,21.01.2023 13:00 - 21.01.2023 14:00,131.06,EUR,
494,21.01.2023 14:00 - 21.01.2023 15:00,131.22,EUR,
495,21.01.2023 15:00 - 21.01.2023 16:00,132.64,EUR,
496,21.01.2023 16:00 - 21.01.2023 17:00,140.76,EUR,
497,21.01.2023 17:00 - 21.01.2023 18:00,173.92,EUR,
498,21.01.2023 18:00 - 21.01.2023 19:00,174.6,EUR,
499,21.01.2023 19:00 - 21.01.2023 20:00,140.08,EUR,
500,21.01.2023 20:00 - 21.01.2023 21:00,134.51,EUR,
501,21.01.2023 21:00 - 21.01.2023 22:00,129.34,EUR,
502,21.01.2023 22:00 - 21.01.2023 23:00,107.87,EUR,
503,21.01.2023 23:00 - 22.01.2023 00:00,89.92,EUR,
504,22.01.2023 00:00 - 22.01.2023 01:00,79.4,EUR,
505,22.01.2023 01:00 - 22.01.2023 02:00,79.17,EUR,
506,22.01.2023 02:00 - 22.01.2023 03:00,73.06,EUR,
507,22.01.2023 03:00 - 22.01.2023 04:00,71.45,EUR,
508,22.01.2023 04:00 - 22.01.2023 05:00,70.01,EUR,
509,22.01.2023 05:00 - 22.01.2023 06:00,62.59,EUR,
510,22.01.2023 06:00 - 22.01.2023 07:00,61.42,EUR,
511,22.01.2023 07:00 - 22.01.2023 08:00,64.92,EUR,
512,22.01.2023 08:00 - 22.01.2023 09:00,64.37,EUR,
513,22.01.2023 09:00 - 22.01.2023 10:00,79.94,EUR,
514,22.01.2023 10:00 - 22.01.2023 11:00,89.98,EUR,
515,22.01.2023 11:00 - 22.01.2023 12:00,120.0,EUR,
516,22.01.2023 12:00 - 22.01.2023 13:00,108.59,EUR,
517,22.01.2023 13:00 - 22.01.2023 14:00,119.98,EUR,
518,22.01.2023 14:00 - 22.01.2023 15:00,139.78,EUR,
519,22.01.2023 15:00 - 22.01.2023 16:00,152.28,EUR,
520,22.01.2023 16:00 - 22.01.2023 17:00,165.73,EUR,
521,22.01.2023 17:00 - 22.01.2023 18:00,186.04,EUR,
522,22.01.2023 18:00 - 22.01.2023 19:00,195.81,EUR,
523,22.01.2023 19:00 - 22.01.2023 20:00,191.26,EUR,
524,22.01.2023 20:00 - 22.01.2023 21:00,114.97,EUR,
525,22.01.2023 21:00 - 22.01.2023 22:00,55.48,EUR,
526,22.01.2023 22:00 - 22.01.2023 23:00,53.42,EUR,
527,22.01.2023 23:00 - 23.01.2023 00:00,50.79,EUR,
528,23.01.2023 00:00 - 23.01.2023 01:00,100.16,EUR,
529,23.01.2023 01:00 - 23.01.2023 02:00,49.19,EUR,
530,23.01.2023 02:00 - 23.01.2023 03:00,47.4,EUR,
531,23.01.2023 03:00 - 23.01.2023 04:00,48.03,EUR,
532,23.01.2023 04:00 - 23.01.2023 05:00,48.95,EUR,
533,23.01.2023 05:00 - 23.01.2023 06:00,58.63,EUR,
534,23.01.2023 06:00 - 23.01.2023 07:00,139.42,EUR,
535,23.01.2023 07:00 - 23.01.2023 08:00,219.52,EUR,
536,23.01.2023 08:00 - 23.01.2023 09:00,249.92,EUR,
537,23.01.2023 09:00 - 23.01.2023 10:00,261.85,EUR,
538,23.01.2023 10:00 - 23.01.2023 11:00,242.19,EUR,
539,23.01.2023 11:00 - 23.01.2023 12:00,223.1,EUR,
540,23.01.2023 12:00 - 23.01.2023 13:00,214.1,EUR,
541,23.01.2023 13:00 - 23.01.2023 14:00,212.38,EUR,
542,23.01.2023 14:00 - 23.01.2023 15:00,212.64,EUR,
543,23.01.2023 15:00 - 23.01.2023 16:00,211.98,EUR,
544,23.01.2023 16:00 - 23.01.2023 17:00,217.62,EUR,
545,23.01.2023 17:00 - 23.01.2023 18:00,241.19,EUR,
546,23.01.2023 18:00 - 23.01.2023 19:00,239.88,EUR,
547,23.01.2023 19:00 - 23.01.2023 20:00,114.4,EUR,
548,23.01.2023 20:00 - 23.01.2023 21:00,70.73,EUR,
549,23.01.2023 21:00 - 23.01.2023 22:00,50.93,EUR,
550,23.01.2023 22:00 - 23.01.2023 23:00,46.29,EUR,
551,23.01.2023 23:00 - 24.01.2023 00:00,41.77,EUR,
552,24.01.2023 00:00 - 24.01.2023 01:00,27.54,EUR,
553,24.01.2023 01:00 - 24.01.2023 02:00,27.35,EUR,
554,24.01.2023 02:00 - 24.01.2023 03:00,27.36,EUR,
555,24.01.2023 03:00 - 24.01.2023 04:00,27.59,EUR,
556,24.01.2023 04:00 - 24.01.2023 05:00,28.21,EUR,
557,24.01.2023 05:00 - 24.01.2023 06:00,30.51,EUR,
558,24.01.2023 06:00 - 24.01.2023 07:00,52.06,EUR,
559,24.01.2023 07:00 - 24.01.2023 08:00,134.59,EUR,
560,24.01.2023 08:00 - 24.01.2023 09:00,123.29,EUR,
561,24.01.2023 09:00 - 24.01.2023 10:00,195.06,EUR,
562,24.01.2023 10:00 - 24.01.2023 11:00,231.02,EUR,
563,24.01.2023 11:00 - 24.01.2023 12:00,222.85,EUR,
564,24.01.2023 12:00 - 24.01.2023 13:00,211.16,EUR,
565,24.01.2023 13:00 - 24.01.2023 14:00,199.4,EUR,
566,24.01.2023 14:00 - 24.01.2023 15:00,208.61,EUR,
567,24.01.2023 15:00 - 24.01.2023 16:00,210.79,EUR,
568,24.01.2023 16:00 - 24.01.2023 17:00,217.39,EUR,
569,24.01.2023 17:00 - 24.01.2023 18:00,242.0,EUR,
570,24.01.2023 18:00 - 24.01.2023 19:00,141.02,EUR,
571,24.01.2023 19:00 - 24.01.2023 20:00,82.6,EUR,
572,24.01.2023 20:00 - 24.01.2023 21:00,28.62,EUR,
573,24.01.2023 21:00 - 24.01.2023 22:00,27.24,EUR,
574,24.01.2023 22:00 - 24.01.2023 23:00,25.05,EUR,
575,24.01.2023 23:00 - 25.01.2023 00:00,20.7,EUR,
576,25.01.2023 00:00 - 25.01.2023 01:00,13.55,EUR,
577,25.01.2023 01:00 - 25.01.2023 02:00,9.0,EUR,
578,25.01.2023 02:00 - 25.01.2023 03:00,4.58,EUR,
579,25.01.2023 03:00 - 25.01.2023 04:00,4.1,EUR,
580,25.01.2023 04:00 - 25.01.2023 05:00,6.08,EUR,
581,25.01.2023 05:00 - 25.01.2023 06:00,11.18,EUR,
582,25.01.2023 06:00 - 25.01.2023 07:00,25.99,EUR,
583,25.01.2023 07:00 - 25.01.2023 08:00,27.92,EUR,
584,25.01.2023 08:00 - 25.01.2023 09:00,29.17,EUR,
585,25.01.2023 09:00 - 25.01.2023 10:00,29.39,EUR,
586,25.01.2023 10:00 - 25.01.2023 11:00,29.12,EUR,
587,25.01.2023 11:00 - 25.01.2023 12:00,29.07,EUR,
588,25.01.2023 12:00 - 25.01.2023 13:00,28.49,EUR,
589,25.01.2023 13:00 - 25.01.2023 14:00,28.15,EUR,
590,25.01.2023 14:00 - 25.01.2023 15:00,28.62,EUR,
591,25.01.2023 15:00 - 25.01.2023 16:00,29.07,EUR,
592,25.01.2023 16:00 - 25.01.2023 17:00,29.98,EUR,
593,25.01.2023 17:00 - 25.01.2023 18:00,30.77,EUR,
594,25.01.2023 18:00 - 25.01.2023 19:00,32.02,EUR,
595,25.01.2023 19:00 - 25.01.2023 20:00,31.86,EUR,
596,25.01.2023 20:00 - 25.01.2023 21:00,31.53,EUR,
597,25.01.2023 21:00 - 25.01.2023 22:00,33.05,EUR,
598,25.01.2023 22:00 - 25.01.2023 23:00,31.21,EUR,
599,25.01.2023 23:00 - 26.01.2023 00:00,30.01,EUR,
600,26.01.2023 00:00 - 26.01.2023 01:00,38.82,EUR,
601,26.01.2023 01:00 - 26.01.2023 02:00,39.96,EUR,
602,26.01.2023 02:00 - 26.01.2023 03:00,39.99,EUR,
603,26.01.2023 03:00 - 26.01.2023 04:00,39.73,EUR,
604,26.01.2023 04:00 - 26.01.2023 05:00,40.0,EUR,
605,26.01.2023 05:00 - 26.01.2023 06:00,41.84,EUR,
606,26.01.2023 06:00 - 26.01.2023 07:00,94.91,EUR,
607,26.01.2023 07:00 - 26.01.2023 08:00,126.94,EUR,
608,26.01.2023 08:00 - 26.01.2023 09:00,130.21,EUR,
609,26.01.2023 09:00 - 26.01.2023 10:00,129.61,EUR,
610,26.01.2023 10:00 - 26.01.2023 11:00,131.22,EUR,
611,26.01.2023 11:00 - 26.01.2023 12:00,131.21,EUR,
612,26.01.2023 12:00 - 26.01.2023 13:00,131.68,EUR,
613,26.01.2023 13:00 - 26.01.2023 14:00,126.23,EUR,
614,26.01.2023 14:00 - 26.01.2023 15:00,124.25,EUR,
615,26.01.2023 15:00 - 26.01.2023 16:00,130.76,EUR,
616,26.01.2023 16:00 - 26.01.2023 17:00,133.01,EUR,
617,26.01.2023 17:00 - 26.01.2023 18:00,134.34,EUR,
618,26.01.2023 18:00 - 26.01.2023 19:00,134.79,EUR,
619,26.01.2023 19:00 - 26.01.2023 20:00,130.03,EUR,
620,26.01.2023 20:00 - 26.01.2023 21:00,110.28,EUR,
621,26.01.2023 21:00 - 26.01.2023 22:00,106.53,EUR,
622,26.01.2023 22:00 - 26.01.2023 23:00,69.01,EUR,
623,26.01.2023 23:00 - 27.01.2023 00:00,61.08,EUR,
624,27.01.2023 00:00 - 27.01.2023 01:00,78.56,EUR,
625,27.01.2023 01:00 - 27.01.2023 02:00,81.91,EUR,
626,27.01.2023 02:00 - 27.01.2023 03:00,91.56,EUR,
627,27.01.2023 03:00 - 27.01.2023 04:00,94.96,EUR,
628,27.01.2023 04:00 - 27.01.2023 05:00,109.42,EUR,
629,27.01.2023 05:00 - 27.01.2023 06:00,123.19,EUR,
630,27.01.2023 06:00 - 27.01.2023 07:00,147.39,EUR,
631,27.01.2023 07:00 - 27.01.2023 08:00,176.1,EUR,
632,27.01.2023 08:00 - 27.01.2023 09:00,195.0,EUR,
633,27.01.2023 09:00 - 27.01.2023 10:00,199.19,EUR,
634,27.01.2023 10:00 - 27.01.2023 11:00,190.32,EUR,
635,27.01.2023 11:00 - 27.01.2023 12:00,184.11,EUR,
636,27.01.2023 12:00 - 27.01.2023 13:00,177.39,EUR,
637,27.01.2023 13:00 - 27.01.2023 14:00,149.98,EUR,
638,27.01.2023 14:00 - 27.01.2023 15:00,133.89,EUR,
639,27.01.2023 15:00 - 27.01.2023 16:00,133.88,EUR,
640,27.01.2023 16:00 - 27.01.2023 17:00,181.98,EUR,
641,27.01.2023 17:00 - 27.01.2023 18:00,191.72,EUR,
642,27.01.2023 18:00 - 27.01.2023 19:00,129.83,EUR,
643,27.01.2023 19:00 - 27.01.2023 20:00,125.37,EUR,
644,27.01.2023 20:00 - 27.01.2023 21:00,84.91,EUR,
645,27.01.2023 21:00 - 27.01.2023 22:00,49.52,EUR,
646,27.01.2023 22:00 - 27.01.2023 23:00,31.94,EUR,
647,27.01.2023 23:00 - 28.01.2023 00:00,29.3,EUR,
648,28.01.2023 00:00 - 28.01.2023 01:00,27.17,EUR,
649,28.01.2023 01:00 - 28.01.2023 02:00,29.21,EUR,
650,28.01.2023 02:00 - 28.01.2023 03:00,28.51,EUR,
651,28.01.2023 03:00 - 28.01.2023 04:00,27.66,EUR,
652,28.01.2023 04:00 - 28.01.2023 05:00,27.62,EUR,
653,28.01.2023 05:00 - 28.01.2023 06:00,26.38,EUR,
654,28.01.2023 06:00 - 28.01.2023 07:00,26.46,EUR,
655,28.01.2023 07:00 - 28.01.2023 08:00,28.7,EUR,
656,28.01.2023 08:00 - 28.01.2023 09:00,30.18,EUR,
657,28.01.2023 09:00 - 28.01.2023 10:00,31.26,EUR,
658,28.01.2023 10:00 - 28.01.2023 11:00,35.49,EUR,
659,28.01.2023 11:00 - 28.01.2023 12:00,38.26,EUR,
660,28.01.2023 12:00 - 28.01.2023 13:00,37.61,EUR,
661,28.01.2023 13:00 - 28.01.2023 14:00,35.83,EUR,
662,28.01.2023 14:00 - 28.01.2023 15:00,35.0,EUR,
663,28.01.2023 15:00 - 28.01.2023 16:00,34.91,EUR,
664,28.01.2023 16:00 - 28.01.2023 17:00,37.93,EUR,
665,28.01.2023 17:00 - 28.01.2023 18:00,51.05,EUR,
666,28.01.2023 18:00 - 28.01.2023 19:00,38.14,EUR,
667,28.01.2023 19:00 - 28.01.2023 20:00,34.66,EUR,
668,28.01.2023 20:00 - 28.01.2023 21:00,31.62,EUR,
669,28.01.2023 21:00 - 28.01.2023 22:00,30.81,EUR,
670,28.01.2023 22:00 - 28.01.2023 23:00,30.12,EUR,
671,28.01.2023 23:00 - 29.01.2023 00:00,29.36,EUR,
672,29.01.2023 00:00 - 29.01.2023 01:00,29.76,EUR,
673,29.01.2023 01:00 - 29.01.2023 02:00,29.32,EUR,
674,29.01.2023 02:00 - 29.01.2023 03:00,28.37,EUR,
675,29.01.2023 03:00 - 29.01.2023 04:00,28.23,EUR,
676,29.01.2023 04:00 - 29.01.2023 05:00,28.62,EUR,
677,29.01.2023 05:00 - 29.01.2023 06:00,26.99,EUR,
678,29.01.2023 06:00 - 29.01.2023 07:00,27.26,EUR,
679,29.01.2023 07:00 - 29.01.2023 08:00,29.18,EUR,
680,29.01.2023 08:00 - 29.01.2023 09:00,30.9,EUR,
681,29.01.2023 09:00 - 29.01.2023 10:00,31.31,EUR,
682,29.01.2023 10:00 - 29.01.2023 11:00,34.36,EUR,
683,29.01.2023 11:00 - 29.01.2023 12:00,34.0,EUR,
684,29.01.2023 12:00 - 29.01.2023 13:00,33.89,EUR,
685,29.01.2023 13:00 - 29.01.2023 14:00,34.95,EUR,
686,29.01.2023 14:00 - 29.01.2023 15:00,34.38,EUR,
687,29.01.2023 15:00 - 29.01.2023 16:00,32.54,EUR,
688,29.01.2023 16:00 - 29.01.2023 17:00,34.69,EUR,
689,29.01.2023 17:00 - 29.01.2023 18:00,36.65,EUR,
690,29.01.2023 18:00 - 29.01.2023 19:00,34.85,EUR,
691,29.01.2023 19:00 - 29.01.2023 20:00,31.17,EUR,
692,29.01.2023 20:00 - 29.01.2023 21:00,28.53,EUR,
693,29.01.2023 21:00 - 29.01.2023 22:00,25.98,EUR,
694,29.01.2023 22:00 - 29.01.2023 23:00,25.08,EUR,
695,29.01.2023 23:00 - 30.01.2023 00:00,18.34,EUR,
696,30.01.2023 00:00 - 30.01.2023 01:00,13.09,EUR,
697,30.01.2023 01:00 - 30.01.2023 02:00,5.76,EUR,
698,30.01.2023 02:00 - 30.01.2023 03:00,4.95,EUR,
699,30.01.2023 03:00 - 30.01.2023 04:00,2.03,EUR,
700,30.01.2023 04:00 - 30.01.2023 05:00,9.03,EUR,
701,30.01.2023 05:00 - 30.01.2023 06:00,26.74,EUR,
702,30.01.2023 06:00 - 30.01.2023 07:00,28.14,EUR,
703,30.01.2023 07:00 - 30.01.2023 08:00,30.01,EUR,
704,30.01.2023 08:00 - 30.01.2023 09:00,30.79,EUR,
705,30.01.2023 09:00 - 30.01.2023 10:00,30.38,EUR,
706,30.01.2023 10:00 - 30.01.2023 11:00,29.99,EUR,
707,30.01.2023 11:00 - 30.01.2023 12:00,28.57,EUR,
708,30.01.2023 12:00 - 30.01.2023 13:00,29.0,EUR,
709,30.01.2023 13:00 - 30.01.2023 14:00,28.2,EUR,
710,30.01.2023 14:00 - 30.01.2023 15:00,27.79,EUR,
711,30.01.2023 15:00 - 30.01.2023 16:00,27.94,EUR,
712,30.01.2023 16:00 - 30.01.2023 17:00,28.31,EUR,
713,30.01.2023 17:00 - 30.01.2023 18:00,29.44,EUR,
714,30.01.2023 18:00 - 30.01.2023 19:00,29.62,EUR,
715,30.01.2023 19:00 - 30.01.2023 20:00,27.54,EUR,
716,30.01.2023 20:00 - 30.01.2023 21:00,26.82,EUR,
717,30.01.2023 21:00 - 30.01.2023 22:00,25.99,EUR,
718,30.01.2023 22:00 - 30.01.2023 23:00,21.24,EUR,
719,30.01.2023 23:00 - 31.01.2023 00:00,10.0,EUR,
720,31.01.2023 00:00 - 31.01.2023 01:00,25.36,EUR,
721,31.01.2023 01:00 - 31.01.2023 02:00,25.2,EUR,
722,31.01.2023 02:00 - 31.01.2023 03:00,25.58,EUR,
723,31.01.2023 03:00 - 31.01.2023 04:00,26.3,EUR,
724,31.01.2023 04:00 - 31.01.2023 05:00,29.24,EUR,
725,31.01.2023 05:00 - 31.01.2023 06:00,30.36,EUR,
726,31.01.2023 06:00 - 31.01.2023 07:00,40.04,EUR,
727,31.01.2023 07:00 - 31.01.2023 08:00,86.7,EUR,
728,31.01.2023 08:00 - 31.01.2023 09:00,115.01,EUR,
729,31.01.2023 09:00 - 31.01.2023 10:00,112.54,EUR,
730,31.01.2023 10:00 - 31.01.2023 11:00,108.85,EUR,
731,31.01.2023 11:00 - 31.01.2023 12:00,101.09,EUR,
732,31.01.2023 12:00 - 31.01.2023 13:00,97.7,EUR,
733,31.01.2023 13:00 - 31.01.2023 14:00,96.53,EUR,
734,31.01.2023 14:00 - 31.01.2023 15:00,96.03,EUR,
735,31.01.2023 15:00 - 31.01.2023 16:00,96.15,EUR,
736,31.01.2023 16:00 - 31.01.2023 17:00,96.48,EUR,
737,31.01.2023 17:00 - 31.01.2023 18:00,99.98,EUR,
738,31.01.2023 18:00 - 31.01.2023 19:00,99.09,EUR,
739,31.01.2023 19:00 - 31.01.2023 20:00,95.3,EUR,
740,31.01.2023 20:00 - 31.01.2023 21:00,90.05,EUR,
741,31.01.2023 21:00 - 31.01.2023 22:00,84.12,EUR,
742,31.01.2023 22:00 - 31.01.2023 23:00,81.98,EUR,
743,31.01.2023 23:00 - 01.02.2023 00:00,68.83,EUR,
744,01.02.2023 00:00 - 01.02.2023 01:00,75.68,EUR,
745,01.02.2023 01:00 - 01.02.2023 02:00,67.55,EUR,
746,01.02.2023 02:00 - 01.02.2023 03:00,65.69,EUR,
747,01.02.2023 03:00 - 01.02.2023 04:00,66.82,EUR,
748,01.02.2023 04:00 - 01.02.2023 05:00,59.01,EUR,
749,01.02.2023 05:00 - 01.02.2023 06:00,73.16,EUR,
750,01.02.2023 06:00 - 01.02.2023 07:00,93.97,EUR,
751,01.02.2023 07:00 - 01.02.2023 08:00,110.04,EUR,
752,01.02.2023 08:00 - 01.02.2023 09:00,117.0,EUR,
753,01.02.2023 09:00 - 01.02.2023 10:00,110.46,EUR,
754,01.02.2023 10:00 - 01.02.2023 11:00,105.03,EUR,
755,01.02.2023 11:00 - 01.02.2023 12:00,101.45,EUR,
756,01.02.2023 12:00 - 01.02.2023 13:00,99.34,EUR,
757,01.02.2023 13:00 - 01.02.2023 14:00,98.53,EUR,
758,01.02.2023 14:00 - 01.02.2023 15:00,98.32,EUR,
759,01.02.2023 15:00 - 01.02.2023 16:00,98.56,EUR,
760,01.02.2023 16:00 - 01.02.2023 17:00,102.69,EUR,
761,01.02.2023 17:00 - 01.02.2023 18:00,109.12,EUR,
762,01.02.2023 18:00 - 01.02.2023 19:00,108.9,EUR,
763,01.02.2023 19:00 - 01.02.2023 20:00,100.88,EUR,
764,01.02.2023 20:00 - 01.02.2023 21:00,97.65,EUR,
765,01.02.2023 21:00 - 01.02.2023 22:00,94.75,EUR,
766,01.02.2023 22:00 - 01.02.2023 23:00,86.42,EUR,
767,01.02.2023 23:00 - 02.02.2023 00:00,78.59,EUR,
768,02.02.2023 00:00 - 02.02.2023 01:00,74.3,EUR,
769,02.02.2023 01:00 - 02.02.2023 02:00,67.77,EUR,
770,02.02.2023 02:00 - 02.02.2023 03:00,71.35,EUR,
771,02.02.2023 03:00 - 02.02.2023 04:00,74.91,EUR,
772,02.02.2023 04:00 - 02.02.2023 05:00,82.23,EUR,
773,02.02.2023 05:00 - 02.02.2023 06:00,84.84,EUR,
774,02.02.2023 06:00 - 02.02.2023 07:00,112.89,EUR,
775,02.02.2023 07:00 - 02.02.2023 08:00,138.93,EUR,
776,02.02.2023 08:00 - 02.02.2023 09:00,169.87,EUR,
777,02.02.2023 09:00 - 02.02.2023 10:00,178.2,EUR,
778,02.02.2023 10:00 - 02.02.2023 11:00,170.09,EUR,
779,02.02.2023 11:00 - 02.02.2023 12:00,167.21,EUR,
780,02.02.2023 12:00 - 02.02.2023 13:00,156.86,EUR,
781,02.02.2023 13:00 - 02.02.2023 14:00,152.74,EUR,
782,02.02.2023 14:00 - 02.02.2023 15:00,156.28,EUR,
783,02.02.2023 15:00 - 02.02.2023 16:00,159.47,EUR,
784,02.02.2023 16:00 - 02.02.2023 17:00,167.28,EUR,
785,02.02.2023 17:00 - 02.02.2023 18:00,178.17,EUR,
786,02.02.2023 18:00 - 02.02.2023 19:00,183.12,EUR,
787,02.02.2023 19:00 - 02.02.2023 20:00,172.18,EUR,
788,02.02.2023 20:00 - 02.02.2023 21:00,137.68,EUR,
789,02.02.2023 21:00 - 02.02.2023 22:00,135.89,EUR,
